id_hospital;codigo_municipio;nome_municipio_hospital;uf_hospital;estado_hospital;latitude_hospital;longitude_hospital;leitos_totais;leitos_sus;leitos_nao_sus;esfera;tipo_unidade;nivel_hierarquico;natureza_juridica;porte_hospitalar;alta_complexidade;percentual_sus
2075962;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;134;91;43;;05;;3999;Medio Porte;Baixa/Media Complexidade;67,91
2076896;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;231;177;54;;05;;3999;Grande Porte;Baixa/Media Complexidade;76,62
2076926;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;206;206;0;;05;;1112;Grande Porte;Baixa/Media Complexidade;100,0
2076942;352350;Itatinga;SP;Sao Paulo;-23,1047;-48,6157;14;7;7;;05;;3999;Micro Porte;Baixa/Media Complexidade;50,0
2076950;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;350;0;350;;05;;3999;Grande Porte;Baixa/Media Complexidade;0,0
2076985;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;89;89;0;;05;;3999;Medio Porte;Baixa/Media Complexidade;100,0
2077078;351500;Embu das Artes;SP;Sao Paulo;-23,6437;-46,8579;48;48;0;;05;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
2077124;351060;Carapicuíba;SP;Sao Paulo;-23,5235;-46,8407;17;17;0;;15;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
2077388;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;110;105;5;;07;;3999;Medio Porte;Baixa/Media Complexidade;95,45
2077396;354980;São José do Rio Preto;SP;Sao Paulo;-20,8113;-49,3758;1124;751;373;;05;;3069;Grande Porte;Baixa/Media Complexidade;66,81
2077418;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;136;136;0;;07;;1023;Medio Porte;Baixa/Media Complexidade;100,0
2077426;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;219;219;0;;05;;1023;Grande Porte;Baixa/Media Complexidade;100,0
2077434;353620;Pariquera-Açu;SP;Sao Paulo;-24,7147;-47,8742;191;191;0;;05;;1210;Grande Porte;Baixa/Media Complexidade;100,0
2077450;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;80;67;13;;05;;1031;Medio Porte;Baixa/Media Complexidade;83,75
2077469;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;149;71;78;;05;;3999;Medio Porte;Baixa/Media Complexidade;47,65
2077477;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;671;549;122;;05;;3999;Grande Porte;Baixa/Media Complexidade;81,82
2077485;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;842;798;44;;05;;3999;Grande Porte;Baixa/Media Complexidade;94,77
2077493;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;251;251;0;;05;;1023;Grande Porte;Baixa/Media Complexidade;100,0
2077507;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;270;48;222;;05;;2054;Grande Porte;Baixa/Media Complexidade;17,78
2077515;350310;Arandu;SP;Sao Paulo;-23,1386;-49,0487;6;6;0;;05;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2077523;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;314;307;7;;05;;1023;Grande Porte;Baixa/Media Complexidade;97,77
2077531;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;355;209;146;;07;;3069;Grande Porte;Baixa/Media Complexidade;58,87
2077558;350050;Águas de Lindóia;SP;Sao Paulo;-22,4733;-46,6314;42;30;12;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;71,43
2077574;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;419;419;0;;05;;1023;Grande Porte;Baixa/Media Complexidade;100,0
2077582;352680;Lençóis Paulista;SP;Sao Paulo;-22,6027;-48,8037;81;50;31;;05;;3999;Medio Porte;Baixa/Media Complexidade;61,73
2077590;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;181;95;86;;07;;3999;Grande Porte;Baixa/Media Complexidade;52,49
2077604;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;122;0;122;;05;;2240;Medio Porte;Baixa/Media Complexidade;0,0
2077612;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;190;0;190;;07;;3999;Grande Porte;Baixa/Media Complexidade;0,0
2077620;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;332;332;0;;05;;1023;Grande Porte;Baixa/Media Complexidade;100,0
2077639;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;217;179;38;;05;;1031;Grande Porte;Baixa/Media Complexidade;82,49
2077647;350010;Adamantina;SP;Sao Paulo;-21,682;-51,0737;121;61;60;;05;;3999;Medio Porte;Baixa/Media Complexidade;50,41
2077655;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;87;27;60;;07;;3999;Medio Porte;Baixa/Media Complexidade;31,03
2077671;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;260;254;6;;05;;1023;Grande Porte;Baixa/Media Complexidade;97,69
2077701;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;167;167;0;;07;;1023;Grande Porte;Baixa/Media Complexidade;100,0
2077752;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;50;50;0;;05;;3999;Medio Porte;Baixa/Media Complexidade;100,0
2077957;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;46;46;0;;07;;1023;Pequeno Porte;Baixa/Media Complexidade;100,0
2077973;354340;Ribeirão Preto;SP;Sao Paulo;-21,1699;-47,8099;89;1;88;;05;;2054;Medio Porte;Baixa/Media Complexidade;1,12
2078015;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;1543;1476;67;;05;;3069;Grande Porte;Baixa/Media Complexidade;95,66
2078031;354340;Ribeirão Preto;SP;Sao Paulo;-21,1699;-47,8099;273;273;0;;07;;1023;Grande Porte;Baixa/Media Complexidade;100,0
2078066;352590;Jundiaí;SP;Sao Paulo;-23,1852;-46,8974;149;0;149;;05;;2054;Medio Porte;Baixa/Media Complexidade;0,0
2078074;352670;Leme;SP;Sao Paulo;-22,1809;-47,3841;112;85;27;;05;;3999;Medio Porte;Baixa/Media Complexidade;75,89
2078082;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;88;0;88;;05;;2062;Medio Porte;Baixa/Media Complexidade;0,0
2078104;352250;Itapevi;SP;Sao Paulo;-23,5488;-46,9327;277;260;17;;05;;1023;Grande Porte;Baixa/Media Complexidade;93,86
2078112;354490;Sales Oliveira;SP;Sao Paulo;-20,7696;-47,8369;30;20;10;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;66,67
2078139;354150;Presidente Venceslau;SP;Sao Paulo;-21,8732;-51,8447;112;72;40;;05;;3999;Medio Porte;Baixa/Media Complexidade;64,29
2078147;354140;Presidente Prudente;SP;Sao Paulo;-22,1207;-51,3925;115;0;115;;05;;2062;Medio Porte;Baixa/Media Complexidade;0,0
2078155;351880;Guarulhos;SP;Sao Paulo;-23,4538;-46,5333;96;63;33;;05;;3999;Medio Porte;Baixa/Media Complexidade;65,62
2078198;354790;Santo Antônio da Alegria;SP;Sao Paulo;-21,0864;-47,1464;9;9;0;;15;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2078228;350410;Atibaia;SP;Sao Paulo;-23,1171;-46,5563;87;0;87;;05;;2054;Medio Porte;Baixa/Media Complexidade;0,0
2078252;350650;Birigui;SP;Sao Paulo;-21,291;-50,3432;120;76;44;;05;;3999;Medio Porte;Baixa/Media Complexidade;63,33
2078287;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;139;139;0;;07;;1023;Medio Porte;Baixa/Media Complexidade;100,0
2078295;355370;Taquaritinga;SP;Sao Paulo;-21,4049;-48,5103;138;88;50;;05;;3999;Medio Porte;Baixa/Media Complexidade;63,77
2078325;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;103;59;44;;07;;1031;Medio Porte;Baixa/Media Complexidade;57,28
2078341;353180;Monte Mor;SP;Sao Paulo;-22,945;-47,3122;35;26;9;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;74,29
2078376;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;152;0;152;;05;;2054;Grande Porte;Baixa/Media Complexidade;0,0
2078384;353730;Penápolis;SP;Sao Paulo;-21,4148;-50,0769;58;58;0;;07;;3999;Medio Porte;Baixa/Media Complexidade;100,0
2078406;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;103;0;103;;05;;2062;Medio Porte;Baixa/Media Complexidade;0,0
2078414;351740;Guaíra;SP;Sao Paulo;-20,3196;-48,312;81;63;18;;05;;3999;Medio Porte;Baixa/Media Complexidade;77,78
2078422;353710;Pedreira;SP;Sao Paulo;-22,7413;-46,8948;46;36;10;;05;;1279;Pequeno Porte;Baixa/Media Complexidade;78,26
2078430;351550;Fernandópolis;SP;Sao Paulo;-20,2806;-50,2471;14;0;14;;05;;2240;Micro Porte;Baixa/Media Complexidade;0,0
2078449;353630;Patrocínio Paulista;SP;Sao Paulo;-20,6384;-47,2801;35;23;12;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;65,71
2078457;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;67;0;67;;05;;3999;Medio Porte;Baixa/Media Complexidade;0,0
2078465;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;135;47;88;;05;;3999;Medio Porte;Baixa/Media Complexidade;34,81
2078473;351350;Cubatão;SP;Sao Paulo;-23,8911;-46,424;138;138;0;;05;;1244;Medio Porte;Baixa/Media Complexidade;100,0
2078481;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;96;0;96;;05;;2046;Medio Porte;Baixa/Media Complexidade;0,0
2078503;353730;Penápolis;SP;Sao Paulo;-21,4148;-50,0769;92;74;18;;05;;3999;Medio Porte;Baixa/Media Complexidade;80,43
2078511;352044;Ilha Solteira;SP;Sao Paulo;-20,4326;-51,3426;123;85;38;;05;;3999;Medio Porte;Baixa/Media Complexidade;69,11
2078538;352400;Itupeva;SP;Sao Paulo;-23,1526;-47,0593;50;50;0;;05;;1244;Medio Porte;Baixa/Media Complexidade;100,0
2078546;354860;São Bento do Sapucaí;SP;Sao Paulo;-22,6837;-45,7287;40;26;14;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;65,0
2078562;352310;Itaquaquecetuba;SP;Sao Paulo;-23,4835;-46,3457;276;276;0;;05;;1023;Grande Porte;Baixa/Media Complexidade;100,0
2078570;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;114;100;14;;05;;3999;Medio Porte;Baixa/Media Complexidade;87,72
2078589;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;304;1;303;;05;;3999;Grande Porte;Baixa/Media Complexidade;0,33
2078597;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;232;38;194;;05;;3999;Grande Porte;Baixa/Media Complexidade;16,38
2078600;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;58;0;58;;05;;1015;Medio Porte;Baixa/Media Complexidade;0,0
2078619;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;75;0;75;;05;;2054;Medio Porte;Baixa/Media Complexidade;0,0
2078627;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;68;0;68;;05;;2062;Medio Porte;Baixa/Media Complexidade;0,0
2078635;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;120;0;120;;05;;2240;Medio Porte;Baixa/Media Complexidade;0,0
2078678;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;74;0;74;;05;;2054;Medio Porte;Baixa/Media Complexidade;0,0
2078686;352410;Ituverava;SP;Sao Paulo;-20,3355;-47,7902;30;0;30;;05;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
2078732;355220;Sorocaba;SP;Sao Paulo;-23,4969;-47,4451;130;0;130;;05;;2054;Medio Porte;Baixa/Media Complexidade;0,0
2078740;354850;Santos;SP;Sao Paulo;-23,9535;-46,335;111;0;111;;05;;2062;Medio Porte;Baixa/Media Complexidade;0,0
2078759;352590;Jundiaí;SP;Sao Paulo;-23,1852;-46,8974;93;0;93;;05;;2062;Medio Porte;Baixa/Media Complexidade;0,0
2078767;352590;Jundiaí;SP;Sao Paulo;-23,1852;-46,8974;164;0;164;;05;;2054;Grande Porte;Baixa/Media Complexidade;0,0
2078775;350280;Araçatuba;SP;Sao Paulo;-21,2076;-50,4401;330;266;64;;05;;3999;Grande Porte;Baixa/Media Complexidade;80,61
2078791;354340;Ribeirão Preto;SP;Sao Paulo;-21,1699;-47,8099;93;0;93;;07;;2054;Medio Porte;Baixa/Media Complexidade;0,0
2078813;355220;Sorocaba;SP;Sao Paulo;-23,4969;-47,4451;16;10;6;;07;;3999;Pequeno Porte;Baixa/Media Complexidade;62,5
2078848;350190;Amparo;SP;Sao Paulo;-22,7088;-46,772;68;55;13;;05;;3999;Medio Porte;Baixa/Media Complexidade;80,88
2078872;352050;Indaiatuba;SP;Sao Paulo;-23,0816;-47,2101;83;0;83;;05;;2062;Medio Porte;Baixa/Media Complexidade;0,0
2078902;353790;Pilar do Sul;SP;Sao Paulo;-23,8077;-47,7222;35;27;8;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;77,14
2078937;350260;Aparecida d'Oeste;SP;Sao Paulo;-20,4487;-50,8835;14;13;1;;05;;3999;Micro Porte;Baixa/Media Complexidade;92,86
2078961;355170;Sertãozinho;SP;Sao Paulo;-21,1316;-47,9875;26;0;26;;05;;2054;Pequeno Porte;Baixa/Media Complexidade;0,0
2079011;351500;Embu das Artes;SP;Sao Paulo;-23,6437;-46,8579;51;51;0;;05;;1244;Medio Porte;Baixa/Media Complexidade;100,0
2079038;354340;Ribeirão Preto;SP;Sao Paulo;-21,1699;-47,8099;95;0;95;;05;;2054;Medio Porte;Baixa/Media Complexidade;0,0
2079046;354430;Roseira;SP;Sao Paulo;-22,8938;-45,307;14;14;0;;15;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2079089;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;224;0;224;;05;;2054;Grande Porte;Baixa/Media Complexidade;0,0
2079097;351020;Capão Bonito;SP;Sao Paulo;-24,0113;-48,3482;63;55;8;;05;;3999;Medio Porte;Baixa/Media Complexidade;87,3
2079119;354340;Ribeirão Preto;SP;Sao Paulo;-21,1699;-47,8099;49;49;0;;07;;1023;Pequeno Porte;Baixa/Media Complexidade;100,0
2079127;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;469;14;455;;05;;3999;Grande Porte;Baixa/Media Complexidade;2,99
2079135;355400;Tatuí;SP;Sao Paulo;-23,3487;-47,8461;105;91;14;;05;;3999;Medio Porte;Baixa/Media Complexidade;86,67
2079178;354530;Salto de Pirapora;SP;Sao Paulo;-23,6474;-47,5743;5;5;0;;07;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2079186;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;192;192;0;;07;;1031;Grande Porte;Baixa/Media Complexidade;100,0
2079194;350170;Américo Brasiliense;SP;Sao Paulo;-21,7288;-48,1147;161;161;0;;05;;1023;Grande Porte;Baixa/Media Complexidade;100,0
2079208;353080;Mogi Mirim;SP;Sao Paulo;-22,4332;-46,9532;62;55;7;;05;;3999;Medio Porte;Baixa/Media Complexidade;88,71
2079216;351100;Castilho;SP;Sao Paulo;-20,8689;-51,4884;31;30;1;;05;;3069;Pequeno Porte;Baixa/Media Complexidade;96,77
2079224;352290;Itapuí;SP;Sao Paulo;-22,2324;-48,7197;35;35;0;;05;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
2079232;354580;Santa Bárbara d'Oeste;SP;Sao Paulo;-22,7553;-47,4143;138;103;35;;05;;3999;Medio Porte;Baixa/Media Complexidade;74,64
2079240;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;253;249;4;;05;;1023;Grande Porte;Baixa/Media Complexidade;98,42
2079275;354340;Ribeirão Preto;SP;Sao Paulo;-21,1699;-47,8099;163;9;154;;05;;2054;Grande Porte;Baixa/Media Complexidade;5,52
2079291;353520;Palmeira d'Oeste;SP;Sao Paulo;-20,4148;-50,7632;20;12;8;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;60,0
2079313;350840;Cabreúva;SP;Sao Paulo;-23,3053;-47,1362;17;15;2;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;88,24
2079321;355220;Sorocaba;SP;Sao Paulo;-23,4969;-47,4451;91;66;25;;07;;3999;Medio Porte;Baixa/Media Complexidade;72,53
2079348;352010;Igarapava;SP;Sao Paulo;-20,0407;-47,7466;44;33;11;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;75,0
2079356;355340;Tanabi;SP;Sao Paulo;-20,6228;-49,6563;72;30;42;;05;;3999;Medio Porte;Baixa/Media Complexidade;41,67
2079364;355150;Serrana;SP;Sao Paulo;-21,2043;-47,5952;16;14;2;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;87,5
2079380;354500;Salesópolis;SP;Sao Paulo;-23,5288;-45,8465;11;11;0;;05;;3999;Micro Porte;Baixa/Media Complexidade;100,0
2079399;355270;Tabatinga;SP;Sao Paulo;-21,7239;-48,6896;36;22;14;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;61,11
2079402;350670;Boa Esperança do Sul;SP;Sao Paulo;-21,9918;-48,3906;16;15;1;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;93,75
2079410;351880;Guarulhos;SP;Sao Paulo;-23,4538;-46,5333;162;162;0;;05;;1023;Grande Porte;Baixa/Media Complexidade;100,0
2079429;354530;Salto de Pirapora;SP;Sao Paulo;-23,6474;-47,5743;47;38;9;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;80,85
2079437;352880;Maracaí;SP;Sao Paulo;-22,6149;-50,6713;26;22;4;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;84,62
2079445;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;103;2;101;;05;;3999;Medio Porte;Baixa/Media Complexidade;1,94
2079461;350810;Buritama;SP;Sao Paulo;-21,0661;-50,1475;36;27;9;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;75,0
2079496;351310;Cravinhos;SP;Sao Paulo;-21,338;-47,7324;15;13;2;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;86,67
2079518;351360;Cunha;SP;Sao Paulo;-23,0731;-44,9576;40;25;15;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;62,5
2079542;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;351;0;351;;07;;2054;Grande Porte;Baixa/Media Complexidade;0,0
2079550;354560;Santa Adélia;SP;Sao Paulo;-21,2427;-48,8063;19;11;8;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;57,89
2079593;354260;Registro;SP;Sao Paulo;-24,4979;-47,8449;98;79;19;;05;;3999;Medio Porte;Baixa/Media Complexidade;80,61
2079607;354780;Santo André;SP;Sao Paulo;-23,6737;-46,5432;189;0;189;;05;;2054;Grande Porte;Baixa/Media Complexidade;0,0
2079615;351970;Ibiúna;SP;Sao Paulo;-23,6596;-47,223;70;70;0;;05;;1244;Medio Porte;Baixa/Media Complexidade;100,0
2079666;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;225;0;225;;05;;3069;Grande Porte;Baixa/Media Complexidade;0,0
2079674;353470;Ourinhos;SP;Sao Paulo;-22,9797;-49,8697;5;0;5;;05;;2062;Micro Porte;Baixa/Media Complexidade;0,0
2079682;353250;Neves Paulista;SP;Sao Paulo;-20,843;-49,6358;21;10;11;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;47,62
2079690;355000;São Luiz do Paraitinga;SP;Sao Paulo;-23,222;-45,3109;25;16;9;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;64,0
2079704;355210;Socorro;SP;Sao Paulo;-22,5903;-46,5251;77;70;7;;05;;3999;Medio Porte;Baixa/Media Complexidade;90,91
2079720;354850;Santos;SP;Sao Paulo;-23,9535;-46,335;233;233;0;;05;;1023;Grande Porte;Baixa/Media Complexidade;100,0
2079763;350320;Araraquara;SP;Sao Paulo;-21,7845;-48,178;46;46;0;;07;;3999;Pequeno Porte;Baixa/Media Complexidade;100,0
2079798;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;629;629;0;;05;;1112;Grande Porte;Baixa/Media Complexidade;100,0
2079828;355280;Taboão da Serra;SP;Sao Paulo;-23,6019;-46,7526;282;282;0;;05;;1023;Grande Porte;Baixa/Media Complexidade;100,0
2079836;352270;Itápolis;SP;Sao Paulo;-21,5942;-48,8149;90;64;26;;05;;3999;Medio Porte;Baixa/Media Complexidade;71,11
2079852;353860;Piracaia;SP;Sao Paulo;-23,0525;-46,3594;28;28;0;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;100,0
2079860;355250;Suzano;SP;Sao Paulo;-23,5448;-46,3112;99;91;8;;05;;3999;Medio Porte;Baixa/Media Complexidade;91,92
2079879;355380;Taquarituba;SP;Sao Paulo;-23,5307;-49,241;50;35;15;;05;;3999;Medio Porte;Baixa/Media Complexidade;70,0
2079887;353440;Osasco;SP;Sao Paulo;-23,5324;-46,7916;136;0;136;;05;;2054;Medio Porte;Baixa/Media Complexidade;0,0
2079895;352480;Jales;SP;Sao Paulo;-20,2672;-50,5494;141;89;52;;05;;3999;Medio Porte;Baixa/Media Complexidade;63,12
2079909;353900;Pirangi;SP;Sao Paulo;-21,0886;-48,6607;47;22;25;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;46,81
2079917;352730;Louveira;SP;Sao Paulo;-23,0856;-46,9484;40;28;12;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;70,0
2079925;354060;Porto Feliz;SP;Sao Paulo;-23,2093;-47,5251;73;45;28;;05;;3999;Medio Porte;Baixa/Media Complexidade;61,64
2079968;355580;Urânia;SP;Sao Paulo;-20,2455;-50,6455;26;24;2;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;92,31
2079976;352640;Laranjal Paulista;SP;Sao Paulo;-23,0506;-47,8375;48;30;18;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;62,5
2080001;355280;Taboão da Serra;SP;Sao Paulo;-23,6019;-46,7526;61;0;61;;05;;2054;Medio Porte;Baixa/Media Complexidade;0,0
2080028;351380;Diadema;SP;Sao Paulo;-23,6813;-46,6205;214;214;0;;05;;1244;Grande Porte;Baixa/Media Complexidade;100,0
2080044;354940;São Joaquim da Barra;SP;Sao Paulo;-20,5812;-47,8593;114;71;43;;05;;3999;Medio Porte;Baixa/Media Complexidade;62,28
2080052;353060;Mogi das Cruzes;SP;Sao Paulo;-23,5208;-46,1854;188;160;28;;05;;3999;Grande Porte;Baixa/Media Complexidade;85,11
2080079;351570;Ferraz de Vasconcelos;SP;Sao Paulo;-23,5411;-46,371;266;236;30;;05;;1023;Grande Porte;Baixa/Media Complexidade;88,72
2080087;355450;Tietê;SP;Sao Paulo;-23,1101;-47,7164;56;34;22;;05;;3999;Medio Porte;Baixa/Media Complexidade;60,71
2080095;352570;José Bonifácio;SP;Sao Paulo;-21,0551;-49,6892;67;37;30;;05;;3999;Medio Porte;Baixa/Media Complexidade;55,22
2080109;354040;Populina;SP;Sao Paulo;-19,9453;-50,538;18;6;12;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;33,33
2080117;351620;Franca;SP;Sao Paulo;-20,5352;-47,4039;90;90;0;;07;;3069;Medio Porte;Baixa/Media Complexidade;100,0
2080125;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;80;80;0;;07;;3999;Medio Porte;Baixa/Media Complexidade;100,0
2080133;354780;Santo André;SP;Sao Paulo;-23,6737;-46,5432;98;0;98;;05;;3999;Medio Porte;Baixa/Media Complexidade;0,0
2080168;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;71;0;71;;07;;2046;Medio Porte;Baixa/Media Complexidade;0,0
2080184;352390;Itu;SP;Sao Paulo;-23,2544;-47,2927;30;22;8;;05;;1244;Pequeno Porte;Baixa/Media Complexidade;73,33
2080192;352390;Itu;SP;Sao Paulo;-23,2544;-47,2927;251;251;0;;07;;1023;Grande Porte;Baixa/Media Complexidade;100,0
2080206;352340;Itatiba;SP;Sao Paulo;-23,0035;-46,8464;20;0;20;;05;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
2080222;350870;Caconde;SP;Sao Paulo;-21,528;-46,6437;50;50;0;;05;;3999;Medio Porte;Baixa/Media Complexidade;100,0
2080273;354780;Santo André;SP;Sao Paulo;-23,6737;-46,5432;337;335;2;;05;;1023;Grande Porte;Baixa/Media Complexidade;99,41
2080281;351900;Herculândia;SP;Sao Paulo;-22,0038;-50,3907;58;58;0;;05;;3999;Medio Porte;Baixa/Media Complexidade;100,0
2080338;351880;Guarulhos;SP;Sao Paulo;-23,4538;-46,5333;319;319;0;;05;;1023;Grande Porte;Baixa/Media Complexidade;100,0
2080346;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;392;385;7;;05;;1031;Grande Porte;Baixa/Media Complexidade;98,21
2080354;354850;Santos;SP;Sao Paulo;-23,9535;-46,335;157;75;82;;07;;3999;Grande Porte;Baixa/Media Complexidade;47,77
2080362;352070;Indiaporã;SP;Sao Paulo;-19,979;-50,2909;36;4;32;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;11,11
2080370;353890;Pirajuí;SP;Sao Paulo;-21,999;-49,4608;54;46;8;;05;;3999;Medio Porte;Baixa/Media Complexidade;85,19
2080400;354340;Ribeirão Preto;SP;Sao Paulo;-21,1699;-47,8099;151;100;51;;05;;3999;Grande Porte;Baixa/Media Complexidade;66,23
2080427;351880;Guarulhos;SP;Sao Paulo;-23,4538;-46,5333;80;80;0;;07;;1244;Medio Porte;Baixa/Media Complexidade;100,0
2080443;355010;São Manuel;SP;Sao Paulo;-22,7321;-48,5723;70;44;26;;05;;3999;Medio Porte;Baixa/Media Complexidade;62,86
2080451;352130;Ipuã;SP;Sao Paulo;-20,4438;-48,0129;50;43;7;;05;;3999;Medio Porte;Baixa/Media Complexidade;86,0
2080478;353700;Pedregulho;SP;Sao Paulo;-20,2535;-47,4775;64;55;9;;05;;3999;Medio Porte;Baixa/Media Complexidade;85,94
2080494;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;40;0;40;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;0,0
2080508;350130;Álvares Machado;SP;Sao Paulo;-22,0764;-51,4722;18;16;2;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;88,89
2080516;354140;Presidente Prudente;SP;Sao Paulo;-22,1207;-51,3925;99;0;99;;05;;2062;Medio Porte;Baixa/Media Complexidade;0,0
2080524;354240;Regente Feijó;SP;Sao Paulo;-22,2181;-51,3055;42;33;9;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;78,57
2080532;354140;Presidente Prudente;SP;Sao Paulo;-22,1207;-51,3925;209;106;103;;05;;3999;Grande Porte;Baixa/Media Complexidade;50,72
2080575;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;887;252;635;;05;;3999;Grande Porte;Baixa/Media Complexidade;28,41
2080583;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;207;193;14;;05;;1031;Grande Porte;Baixa/Media Complexidade;93,24
2080591;354870;São Bernardo do Campo;SP;Sao Paulo;-23,6914;-46,5646;54;0;54;;05;;2046;Medio Porte;Baixa/Media Complexidade;0,0
2080605;355470;Torrinha;SP;Sao Paulo;-22,4237;-48,1731;20;13;7;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;65,0
